IoT Computation time,Gateway Computation time
0.05977487564086914,0.05568194389343262
0.05985140800476074,0.05589604377746582
0.05955791473388672,0.05579376220703125
0.060167551040649414,0.055283308029174805
0.059623003005981445,0.05602407455444336
0.05945253372192383,0.05547666549682617
0.05990958213806152,0.05556535720825195
0.05978798866271973,0.055773258209228516
0.06001472473144531,0.05603194236755371
0.05941176414489746,0.055605173110961914
0.05965566635131836,0.05515933036804199
0.05939006805419922,0.055664777755737305
0.05968618392944336,0.05579209327697754
0.059586524963378906,0.056569814682006836
0.05971360206604004,0.05626821517944336
0.05965423583984375,0.055696725845336914
0.06058216094970703,0.06554627418518066
0.05980968475341797,0.056070804595947266
0.05987215042114258,0.05646038055419922
0.059818267822265625,0.05568408966064453
0.05976414680480957,0.05570554733276367
0.06001138687133789,0.055341482162475586
0.059530019760131836,0.05582070350646973
0.05968666076660156,0.05608701705932617
0.05968046188354492,0.05617785453796387
0.05977773666381836,0.05584836006164551
0.059834957122802734,0.05637359619140625
0.05991554260253906,0.05614948272705078
0.05985212326049805,0.05573439598083496
0.059509992599487305,0.05568718910217285
0.059505462646484375,0.055994510650634766
0.059729576110839844,0.05513620376586914
0.05949711799621582,0.05584311485290527
0.05966448783874512,0.055974721908569336
0.05999040603637695,0.05560493469238281
0.05963587760925293,0.05570816993713379
0.060094594955444336,0.05554080009460449
0.06014728546142578,0.05562710762023926
0.05965065956115723,0.05591630935668945
0.059371232986450195,0.05549216270446777
0.05957746505737305,0.056255340576171875
0.05995368957519531,0.055322885513305664
0.05945301055908203,0.055572509765625
0.05961108207702637,0.055797576904296875
0.05979037284851074,0.055394649505615234
0.05972862243652344,0.055968523025512695
0.06006813049316406,0.05578327178955078
0.05966782569885254,0.055565834045410156
0.05936837196350098,0.05601143836975098
0.05976533889770508,0.055132150650024414
0.059424638748168945,0.05569911003112793
0.05999565124511719,0.05545687675476074
0.05965566635131836,0.05584073066711426
0.05981898307800293,0.05579733848571777
0.05984091758728027,0.05582904815673828
0.05980539321899414,0.05599021911621094
0.0596461296081543,0.05629563331604004
0.05983757972717285,0.05585503578186035
0.05964493751525879,0.05593705177307129
0.05974316596984863,0.05597519874572754
0.059613943099975586,0.05777311325073242
0.0593571662902832,0.055676937103271484
0.05975508689880371,0.05579066276550293
0.05981302261352539,0.05541729927062988
0.060668230056762695,0.05501890182495117
0.05944085121154785,0.05596351623535156
0.05918574333190918,0.05621337890625
0.05953550338745117,0.05596423149108887
0.05997300148010254,0.055730342864990234
0.059729814529418945,0.055983543395996094
0.059679269790649414,0.05567455291748047
0.05989718437194824,0.05604386329650879
0.059915781021118164,0.05550789833068848
0.059494733810424805,0.05557894706726074
0.05966925621032715,0.0557863712310791
0.05967211723327637,0.055806875228881836
0.05980706214904785,0.055577993392944336
0.05973243713378906,0.05603384971618652
0.05934882164001465,0.0556795597076416
0.059876203536987305,0.055834054946899414
0.059715986251831055,0.05631542205810547
0.059522390365600586,0.055754661560058594
0.05996203422546387,0.0558314323425293
0.059743642807006836,0.05563163757324219
0.05980801582336426,0.05555105209350586
0.05951714515686035,0.05521965026855469
0.05979108810424805,0.055478572845458984
0.05994367599487305,0.05574297904968262
0.05944228172302246,0.05558419227600098
0.059676170349121094,0.05565357208251953
0.059754133224487305,0.05587959289550781
0.05986189842224121,0.05560612678527832
0.05953621864318848,0.05553579330444336
0.05982494354248047,0.0560305118560791
0.059757232666015625,0.055788516998291016
0.059827327728271484,0.055829524993896484
0.059540510177612305,0.05598139762878418
0.059181928634643555,0.055582284927368164
0.05967879295349121,0.055511474609375
0.05979561805725098,0.05571341514587402
0.05965924263000488,0.05573296546936035
0.05961346626281738,0.05517721176147461
0.05951571464538574,0.05587458610534668
0.05988192558288574,0.05544257164001465
0.059494972229003906,0.05598115921020508
0.05958914756774902,0.05556607246398926
0.0594174861907959,0.05568957328796387
0.059781551361083984,0.05602693557739258
0.059906959533691406,0.05541849136352539
0.059941768646240234,0.05604982376098633
0.05996990203857422,0.05562782287597656
0.059572696685791016,0.05595731735229492
0.06015181541442871,0.05608797073364258
0.059697628021240234,0.05583310127258301
0.05967259407043457,0.055716753005981445
0.059535980224609375,0.05588555335998535
0.05949902534484863,0.0562591552734375
0.05986952781677246,0.05582284927368164
0.05980992317199707,0.056081533432006836
0.05987739562988281,0.05578279495239258
0.05981159210205078,0.05735421180725098
0.05945134162902832,0.05596804618835449
0.05971932411193848,0.05572676658630371
0.059877634048461914,0.05571174621582031
0.059683799743652344,0.05560564994812012
0.05974125862121582,0.0557861328125
0.059358835220336914,0.05581998825073242
0.05999588966369629,0.055631399154663086
0.060022592544555664,0.05623149871826172
0.05942034721374512,0.055837154388427734
0.05966448783874512,0.05579996109008789
0.05972695350646973,0.05620145797729492
